1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,21x,21y,21z,22x,22y,22z
14.601,13.675,12.578,13.681,12.414,12.945,15.711,13.529,12.705,14.117,14.53,12.995,12.735,12.997,14.145,14.337,11.494,13.087,12.429,14.143,14.097,11.91,11.86,14.606,11.469,11.454,13.237,12.479,10.984,14.943,11.22,12.152,15.419,12.572,12.046,12.268,11.313,10.355,13.188,10.491,11.845,12.882,11.946,13.257,11.539,12.732,11.391,11.344,12.785,14.103,11.014,10.905,13.423,11.527,14.288,13.704,10.964,12.491,15.077,10.586,14.229,12.723,10.484,14.843,14.358,10.291
14.518,13.865,12.398,13.827,12.752,13.196,15.586,13.804,12.626,14.181,14.917,12.585,12.87,12.993,14.231,14.464,11.889,13.211,12.523,14.077,14.657,11.906,11.808,14.472,11.304,11.51,13.094,12.574,10.943,14.594,11.172,12.069,15.302,12.374,12.05,12.179,11.112,10.429,13.064,10.314,12.106,12.916,11.933,13.147,11.373,12.926,11.251,11.627,12.85,13.873,10.755,10.92,13.373,11.309,14.313,13.579,11.041,12.602,14.811,10.344,14.606,12.569,10.868,15.018,14.176,10.456
14.366,13.822,12.366,13.381,12.698,12.992,15.249,13.285,11.95,14.814,14.452,13.143,12.902,12.872,14.43,14.043,11.833,12.956,13.01,13.851,15.147,11.818,11.858,14.592,11.262,11.698,13.125,12.101,10.85,14.84,11.136,12.174,15.362,12.187,12.689,12.348,11.4,10.726,12.725,10.194,12.01,13.084,12.357,12.422,10.855,11.757,13.694,12.438,13.21,13.364,10.291,11.855,11.752,10.19,13.924,14.379,11.248,13.283,13.363,9.243,13.107,15.12,11.29,14.739,14.893,10.725
14.512,13.808,12.443,13.769,12.637,13.121,15.553,13.711,12.791,14.068,14.721,12.795,12.807,13.007,14.186,14.329,11.746,13.39,12.608,14.18,14.355,11.823,11.797,14.522,11.408,11.368,13.139,12.347,10.993,15.035,10.995,12.101,15.124,12.44,12.034,12.186,11.592,10.27,13.062,10.393,11.724,12.885,11.909,13.226,11.487,12.913,11.24,11.541,12.851,13.982,10.87,10.852,13.445,11.575,14.29,13.614,11.084,12.594,14.849,10.314,14.461,12.609,10.737,14.867,14.362,10.554
14.516,13.813,12.359,13.622,12.665,13.102,15.529,13.888,12.707,14.069,14.734,12.709,12.756,13.025,14.265,14.258,11.842,13.499,12.457,14.136,14.657,12.019,11.743,14.548,11.383,11.48,13.14,12.675,10.894,14.82,11.214,11.984,15.333,12.465,12.076,12.148,11.155,10.417,12.934,10.414,12.117,13.021,11.977,13.279,11.437,12.863,11.319,11.425,12.873,13.905,10.705,10.938,13.48,11.378,14.35,13.53,11.032,12.785,14.812,10.119,14.573,12.557,10.645,15.032,14.181,10.439
14.574,13.828,12.341,13.671,12.859,13.129,15.685,13.553,12.491,14.51,14.892,12.452,12.747,13.122,14.309,14.425,12.159,13.537,12.565,14.06,15.045,11.962,11.79,14.437,11.331,11.468,13.114,12.696,10.968,14.714,11.258,11.988,15.264,12.384,11.996,12.133,11.088,10.402,13.092,10.457,12.167,13.006,11.947,13.153,11.243,12.986,11.267,11.638,12.875,13.825,10.645,10.896,13.404,11.17,14.361,13.551,10.998,12.499,14.674,10.107,14.55,12.458,10.769,14.931,14.192,10.305
14.397,13.873,12.381,13.386,12.76,12.998,15.382,13.349,12.165,14.682,14.553,13.162,12.935,12.957,14.416,13.992,11.871,12.957,12.96,13.811,15.288,11.866,11.828,14.471,11.244,11.712,13.114,12.295,10.911,14.801,11.176,11.989,15.269,12.095,12.756,12.337,11.397,10.713,12.647,10.121,11.911,13.03,12.389,12.407,10.869,11.603,13.71,12.284,13.289,13.222,10.34,11.968,11.577,10.265,13.856,14.326,11.18,13.51,12.981,9.332,13.066,15.069,11.394,14.587,14.854,10.554
14.509,13.837,12.47,13.741,12.677,13.102,15.582,13.848,12.77,14.085,14.794,12.602,12.83,12.991,14.249,14.559,11.937,13.187,12.402,14.029,14.51,12.059,11.624,14.535,11.291,11.682,13.181,12.695,10.731,14.502,11.484,11.564,15.455,12.457,12.178,12.299,10.871,10.8,12.865,10.451,12.428,13.243,11.887,13.199,11.314,12.664,11.288,11.626,12.866,13.863,10.729,10.891,13.071,10.979,14.374,13.572,11.005,12.686,14.698,10.064,14.671,12.583,10.899,15.029,14.348,10.521
14.577,13.786,12.467,13.816,12.65,13.121,15.62,13.775,12.685,14.144,14.828,12.65,12.834,13.024,14.157,14.343,11.751,13.367,12.449,14.145,14.346,11.951,11.723,14.595,11.356,11.433,13.18,12.523,10.861,15.061,11.269,12.018,15.414,12.34,12.056,12.181,10.934,10.419,13.059,10.397,11.985,13.134,11.944,13.239,11.413,12.852,11.383,11.502,12.84,14.022,10.876,10.859,13.337,11.236,14.31,13.575,11.057,12.726,14.967,10.355,14.52,12.59,10.581,14.944,14.304,10.515
14.521,13.766,12.565,13.616,12.549,13.041,15.489,13.595,12.783,14.111,14.69,12.973,12.761,12.932,14.237,14.308,11.778,13.094,12.485,14.086,14.384,11.933,11.71,14.635,11.439,11.516,13.221,12.534,10.822,14.886,11.14,11.923,15.318,12.539,12.228,12.338,11.341,10.483,12.859,10.469,11.876,12.908,11.923,13.251,11.356,12.709,11.436,11.567,12.878,13.956,10.714,10.903,13.228,11.073,14.322,13.658,10.901,12.553,14.699,9.927,14.574,12.541,10.632,14.912,14.298,10.351
14.546,13.826,12.373,13.665,12.82,13.094,15.652,13.694,12.494,14.396,14.821,12.596,12.779,13.044,14.357,14.376,12.075,13.483,12.436,14.018,14.959,12.064,11.717,14.489,11.332,11.569,13.152,12.738,10.851,14.673,11.36,11.742,15.303,12.392,12.145,12.211,10.961,10.574,13.041,10.593,12.42,13.136,11.923,13.174,11.195,12.813,11.267,11.738,12.919,13.834,10.569,10.888,13.228,10.904,14.362,13.506,10.994,12.712,14.537,9.817,14.548,12.342,10.971,15.057,14.084,10.368
14.539,13.75,12.367,13.787,12.724,13.213,15.568,13.711,12.719,14.217,14.76,12.741,12.758,13.051,14.265,14.33,11.79,13.492,12.476,14.134,14.668,11.977,11.738,14.511,11.354,11.446,13.115,12.643,10.902,14.816,11.22,11.93,15.309,12.381,12.106,12.179,11.298,10.3,12.986,10.358,11.936,13.008,11.916,13.203,11.342,12.833,11.343,11.57,12.899,13.9,10.79,10.929,13.62,11.463,14.33,13.6,10.945,12.56,14.864,10.328,14.517,12.567,10.674,14.939,14.296,10.354
14.401,13.804,12.347,13.486,12.716,13.029,15.338,13.256,12.159,14.625,14.483,13.205,12.909,12.953,14.419,13.95,11.69,13.015,13.11,13.901,15.158,11.71,11.914,14.504,11.312,11.546,13.087,12.068,11.028,15.123,10.881,12.262,15.116,12.12,12.627,12.332,11.711,10.611,12.628,10.215,11.574,12.938,12.391,12.475,10.841,11.592,13.607,12.288,13.2,13.337,10.327,11.993,11.619,10.278,13.779,14.379,11.35,13.616,13.349,9.328,12.904,14.971,11.591,14.476,14.982,10.701
14.617,13.618,12.315,13.791,12.579,13.151,15.708,13.431,12.421,14.44,14.513,12.897,12.765,13.04,14.273,14.554,11.778,13.5,12.431,14.141,14.601,11.881,11.837,14.547,11.41,11.457,13.132,12.417,11.039,15.129,11.093,12.195,15.078,12.493,12.052,12.234,11.254,10.402,13.116,10.509,11.996,12.941,11.984,13.197,11.364,13.075,11.295,11.607,12.815,13.984,10.727,10.886,13.299,11.337,14.229,13.747,11.049,12.597,14.694,9.981,14.483,12.757,10.594,14.955,14.482,10.543
14.487,13.796,12.433,13.78,12.666,13.16,15.473,14.129,12.764,13.767,14.612,12.592,12.814,13.004,14.217,14.395,11.793,13.346,12.397,14.151,14.443,12.018,11.75,14.524,11.396,11.353,13.125,12.523,10.869,14.795,11.211,11.943,15.197,12.378,12.136,12.222,11.503,10.294,13.0,10.364,11.719,12.98,11.944,13.405,11.499,12.809,11.476,11.444,12.899,13.934,10.762,10.932,13.692,11.498,14.304,13.459,11.009,12.817,14.939,10.37,14.458,12.311,10.966,14.963,13.933,10.283
14.522,13.719,12.533,13.664,12.587,13.061,15.534,13.554,12.81,14.293,14.63,13.073,12.814,12.987,14.242,14.241,11.711,13.331,12.419,14.048,14.509,12.045,11.716,14.599,11.298,11.61,13.267,12.755,10.945,14.855,11.32,11.905,15.401,12.482,12.13,12.27,11.044,10.638,12.892,10.416,12.26,13.351,11.985,13.166,11.265,12.729,11.206,11.638,12.88,13.95,10.688,10.951,13.046,10.953,14.307,13.738,10.961,12.628,14.769,10.119,14.639,12.732,10.656,15.045,14.475,10.563
14.492,13.778,12.419,13.852,12.761,13.209,15.543,14.02,12.785,14.072,14.736,12.62,12.83,13.003,14.275,14.524,11.909,13.337,12.467,14.091,14.579,12.012,11.746,14.464,11.331,11.511,13.095,12.567,10.883,14.667,11.347,11.82,15.274,12.386,12.122,12.23,11.109,10.475,12.709,10.273,11.99,12.978,11.892,13.203,11.336,12.858,11.416,11.598,12.85,13.932,10.72,10.828,13.424,11.398,14.306,13.507,11.068,12.779,14.902,10.365,14.353,12.477,10.779,14.977,13.956,10.388
14.542,13.801,12.443,13.899,12.737,13.252,15.661,13.933,12.656,14.205,14.752,12.733,12.842,13.013,14.22,14.416,11.766,13.316,12.561,14.114,14.547,11.926,11.788,14.491,11.323,11.467,13.085,12.518,10.901,14.688,11.25,11.945,15.293,12.361,12.087,12.158,11.166,10.383,12.941,10.251,11.853,12.986,11.837,13.146,11.314,12.89,11.334,11.621,12.824,13.909,10.794,10.745,13.411,11.346,14.302,13.591,11.09,12.681,14.745,10.189,14.373,12.524,10.927,14.942,14.037,10.419
14.622,13.767,12.486,13.708,12.705,13.075,15.682,13.693,12.667,14.293,14.765,12.717,12.814,13.028,14.225,14.355,11.841,13.321,12.494,14.135,14.623,11.964,11.757,14.523,11.333,11.512,13.163,12.543,10.831,14.784,11.241,11.921,15.314,12.449,12.076,12.185,11.16,10.442,12.949,10.413,11.991,13.135,11.905,13.113,11.279,12.776,11.167,11.568,12.863,13.949,10.823,10.89,13.429,11.012,14.266,13.612,11.011,12.63,14.713,10.13,14.449,12.596,10.77,14.935,14.232,10.362
14.538,13.805,12.431,13.769,12.695,13.248,15.559,13.674,12.723,14.198,14.774,12.88,12.784,13.048,14.213,14.286,11.706,13.422,12.619,14.113,14.74,11.922,11.772,14.491,11.367,11.531,13.067,12.62,10.952,14.806,11.074,11.925,15.184,12.427,12.092,12.157,11.257,10.469,12.973,10.442,11.982,13.008,11.898,13.148,11.285,13.036,11.312,11.583,12.81,13.799,10.699,10.841,13.254,11.132,14.283,13.649,11.063,12.561,14.642,10.012,14.511,12.609,10.736,14.87,14.34,10.412
14.632,13.651,12.355,13.769,12.679,13.223,15.664,13.352,12.625,14.553,14.69,12.847,12.775,12.968,14.289,14.442,11.893,13.598,12.379,14.086,14.444,11.955,11.731,14.602,11.339,11.49,13.176,12.598,10.948,14.919,11.124,11.936,15.3,12.467,12.108,12.245,11.133,10.399,13.113,10.354,11.969,13.239,11.992,13.232,11.389,12.977,11.398,11.573,12.814,14.031,10.718,10.955,13.488,11.425,14.296,13.675,10.952,12.453,14.89,10.205,14.599,12.752,10.411,14.855,14.423,10.353
14.553,13.75,12.514,13.637,12.625,13.063,15.561,13.616,12.855,14.276,14.761,12.971,12.766,12.988,14.297,14.388,11.763,13.383,12.289,14.059,14.565,12.182,11.655,14.559,11.291,11.595,13.238,12.995,10.845,14.614,11.519,11.525,15.477,12.481,12.217,12.272,11.13,10.594,12.902,10.362,12.155,13.275,11.995,13.294,11.361,12.605,11.371,11.575,12.896,13.895,10.627,10.958,13.444,11.198,14.326,13.575,10.898,12.642,14.727,9.994,14.5,12.53,10.657,15.068,14.134,10.321
14.566,13.783,12.373,13.778,12.616,13.158,15.641,13.581,12.715,14.281,14.656,12.917,12.802,13.035,14.205,14.444,11.749,13.42,12.539,14.16,14.479,11.916,11.822,14.529,11.325,11.432,13.103,12.407,10.931,14.864,11.096,12.02,15.253,12.383,11.975,12.201,11.159,10.331,13.018,10.392,11.953,12.923,11.968,13.154,11.428,13.012,11.304,11.643,12.821,13.985,10.844,10.931,13.422,11.247,14.32,13.692,11.073,12.499,14.988,10.526,14.593,12.815,10.529,14.94,14.43,10.504
14.648,13.663,12.418,13.566,12.681,12.983,15.671,13.384,12.607,14.467,14.679,12.661,12.71,13.09,14.234,14.204,11.91,13.475,12.47,14.15,14.672,11.932,11.797,14.525,11.459,11.442,13.146,12.505,10.972,15.022,11.085,11.986,15.179,12.559,12.098,12.22,11.385,10.334,12.99,10.503,11.828,12.979,11.887,13.144,11.36,12.883,11.334,11.45,12.879,13.979,10.905,10.846,13.367,11.165,14.309,13.609,10.931,12.647,14.89,10.361,14.45,12.617,10.577,14.973,14.231,10.296
14.504,13.773,12.348,13.687,12.683,13.194,15.526,13.859,12.646,14.028,14.681,12.783,12.781,13.012,14.28,14.388,11.885,13.44,12.534,14.103,14.738,11.961,11.733,14.511,11.316,11.557,13.139,12.581,10.852,14.779,11.175,11.87,15.294,12.445,12.043,12.254,11.066,10.433,13.058,10.47,12.172,13.039,11.947,13.151,11.289,12.974,11.241,11.615,12.875,13.883,10.647,10.914,13.364,11.18,14.367,13.715,10.994,12.585,14.7,9.968,14.875,12.832,10.534,14.936,14.568,10.63
14.653,13.674,12.398,13.709,12.591,13.13,15.683,13.287,12.614,14.635,14.644,12.846,12.791,13.028,14.257,14.363,11.801,13.473,12.474,14.15,14.507,11.773,11.885,14.559,11.448,11.33,13.124,12.354,11.15,15.26,10.859,12.249,14.973,12.53,12.017,12.251,11.508,10.235,13.051,10.504,11.76,12.892,11.954,13.223,11.455,12.847,11.305,11.53,12.812,14.063,10.818,10.976,13.594,11.605,14.272,13.69,10.895,12.553,14.994,10.355,14.48,12.645,10.485,14.945,14.35,10.378
14.488,13.868,12.502,13.542,12.654,12.977,15.562,13.763,12.74,14.079,14.836,12.74,12.734,12.949,14.286,14.181,11.751,13.173,12.487,14.071,14.68,12.024,11.649,14.599,11.342,11.673,13.207,12.622,10.649,14.561,11.35,11.742,15.429,12.537,12.137,12.299,10.937,10.736,12.991,10.593,12.44,13.198,11.992,13.178,11.274,12.619,11.394,11.519,12.917,13.87,10.683,10.947,13.363,11.091,14.353,13.604,10.886,12.798,14.601,9.894,14.67,12.542,10.819,14.952,14.136,10.17
14.651,13.739,12.393,13.751,12.727,13.135,15.699,13.521,12.571,14.395,14.692,12.956,12.779,13.064,14.185,14.425,11.885,13.358,12.609,14.161,14.725,11.83,11.881,14.487,11.318,11.411,13.148,12.456,11.152,14.979,10.994,12.29,15.106,12.411,11.907,12.114,11.203,10.35,12.96,10.305,11.871,12.845,11.972,13.059,11.32,12.93,11.137,11.564,12.8,13.953,10.878,10.965,13.361,11.38,14.297,13.751,11.008,12.464,14.924,10.488,14.571,12.832,10.462,14.758,14.591,10.489
14.509,13.79,12.485,13.626,12.672,13.072,15.569,13.669,12.633,14.317,14.878,12.673,12.812,13.003,14.247,14.394,11.908,13.281,12.555,14.087,14.721,11.962,11.779,14.521,11.275,11.584,13.117,12.292,10.789,14.819,11.168,12.009,15.275,12.51,12.058,12.3,10.949,10.605,12.823,10.555,12.371,13.02,11.989,13.069,11.29,12.868,11.21,11.557,12.843,13.896,10.7,10.929,13.046,11.115,14.336,13.716,10.941,12.651,14.568,9.905,14.639,12.724,10.65,14.975,14.522,10.603
13.886,14.536,12.419,12.702,13.9,13.144,13.926,15.682,12.707,14.913,14.081,12.698,12.907,12.866,14.185,11.983,14.651,13.366,13.957,12.616,14.728,11.655,12.069,14.494,10.953,11.83,13.113,11.822,11.172,15.138,11.015,12.703,15.069,11.877,12.7,12.151,11.043,10.831,12.718,9.915,12.097,13.043,13.012,12.048,11.425,11.264,13.188,11.406,13.829,12.824,10.73,13.277,10.95,11.497,13.638,14.263,11.006,14.734,12.435,10.287,12.619,14.541,10.616,14.351,14.819,10.331
14.674,13.668,12.432,13.783,12.601,13.178,15.729,13.335,12.556,14.597,14.684,12.837,12.792,13.055,14.192,14.33,11.682,13.396,12.568,14.157,14.562,11.825,11.9,14.504,11.418,11.341,13.138,12.348,11.144,15.155,10.979,12.336,15.007,12.447,12.033,12.204,11.494,10.251,13.026,10.447,11.728,13.032,11.884,13.147,11.339,12.863,11.312,11.474,12.768,14.014,10.758,10.869,13.457,11.431,14.258,13.737,11.086,12.518,14.957,10.296,14.573,12.793,10.519,14.867,14.494,10.616
14.006,14.567,12.415,12.867,13.908,13.303,13.906,15.67,12.496,14.976,14.158,12.726,12.927,12.781,14.205,12.175,14.683,13.531,13.905,12.106,14.358,11.549,12.271,14.619,11.042,11.955,13.214,11.448,11.307,15.166,10.927,13.014,15.068,11.871,12.845,12.203,11.156,10.878,12.939,9.996,12.043,13.048,12.808,12.077,11.285,11.201,13.473,11.706,13.714,12.836,10.747,12.72,11.016,11.244,13.727,14.306,11.044,14.407,12.252,10.087,12.774,14.637,10.767,14.476,14.846,10.47
14.517,13.821,12.324,13.674,12.745,13.13,15.546,13.68,12.506,14.196,14.786,12.804,12.764,13.032,14.325,14.251,11.886,13.506,12.557,13.992,14.995,11.923,11.759,14.518,11.275,11.577,13.155,12.532,10.86,14.764,11.17,11.905,15.343,12.519,12.123,12.259,10.836,10.644,12.764,10.469,12.348,13.054,11.965,13.127,11.187,12.987,11.232,11.753,12.89,13.781,10.494,10.865,13.191,11.009,14.332,13.696,11.007,12.61,14.579,9.834,14.688,12.762,10.507,14.945,14.474,10.454
14.608,13.681,12.403,13.791,12.701,13.217,15.701,13.468,12.477,14.45,14.668,12.796,12.758,13.056,14.231,14.392,11.921,13.614,12.417,14.127,14.603,11.994,11.764,14.483,11.415,11.454,13.143,12.663,10.953,14.877,11.267,12.007,15.335,12.451,12.103,12.163,11.388,10.367,12.959,10.444,11.781,12.938,11.943,13.283,11.379,12.839,11.344,11.428,12.836,13.956,10.736,10.945,13.651,11.451,14.202,13.528,11.036,12.59,14.832,10.175,14.41,12.522,10.677,14.959,14.184,10.444
14.628,13.631,12.454,13.812,12.572,13.196,15.747,13.548,12.616,14.325,14.626,13.0,12.784,13.045,14.145,14.148,11.542,13.177,12.567,14.213,14.367,11.75,11.928,14.502,11.547,11.234,13.107,12.183,11.192,15.2,10.967,12.427,15.034,12.437,12.065,12.155,11.858,10.226,13.179,10.524,11.053,12.763,11.872,13.282,11.543,12.854,11.4,11.36,12.747,13.982,10.867,10.856,13.587,11.757,14.272,13.701,11.058,12.512,15.013,10.532,14.536,12.811,10.406,14.847,14.458,10.464
14.557,13.757,12.401,13.709,12.686,13.135,15.638,13.637,12.482,14.311,14.808,12.657,12.788,13.077,14.257,14.343,11.845,13.52,12.411,14.118,14.7,12.065,11.699,14.507,11.29,11.579,13.156,12.817,10.936,14.608,11.411,11.803,15.367,12.422,12.017,12.198,10.845,10.632,12.986,10.485,12.325,13.255,11.953,13.171,11.323,12.67,11.224,11.439,12.894,13.929,10.752,10.97,13.524,11.153,14.328,13.621,10.965,12.551,14.814,10.19,14.582,12.587,10.614,14.913,14.28,10.301
14.702,13.695,12.446,13.82,12.64,13.155,15.763,13.496,12.563,14.454,14.715,12.872,12.79,13.03,14.198,14.333,11.688,13.408,12.395,14.139,14.372,11.982,11.785,14.522,11.38,11.432,13.175,12.635,10.984,14.974,11.24,12.011,15.266,12.378,12.055,12.195,11.145,10.391,13.096,10.402,11.958,13.137,11.876,13.249,11.41,12.641,11.239,11.53,12.799,13.999,10.873,10.85,13.443,11.279,14.294,13.629,11.049,12.534,14.887,10.341,14.653,12.708,10.574,14.787,14.48,10.611
14.607,13.703,12.302,13.667,12.817,13.174,15.633,13.45,12.683,14.482,14.729,12.631,12.714,13.033,14.341,14.373,12.125,13.567,12.364,14.079,14.832,11.963,11.69,14.485,11.407,11.502,13.137,12.752,10.946,14.733,11.284,11.763,15.372,12.55,12.162,12.228,11.272,10.435,13.051,10.446,11.919,13.097,11.975,13.285,11.389,12.988,11.5,11.463,12.867,13.911,10.641,10.912,13.527,11.443,14.301,13.47,10.864,12.616,14.792,10.051,14.432,12.405,10.69,14.983,13.96,10.178
14.531,13.698,12.502,13.51,12.655,12.978,15.449,13.528,13.01,14.276,14.591,13.062,12.745,12.975,14.287,14.132,11.809,13.297,12.382,14.058,14.742,12.12,11.714,14.613,11.396,11.74,13.212,12.845,10.918,14.693,11.46,11.586,15.406,12.532,12.167,12.199,10.9,10.836,12.876,10.6,12.5,13.218,11.958,13.084,11.239,12.787,11.211,11.775,12.879,13.917,10.701,10.911,13.022,11.089,14.365,13.646,10.922,12.634,14.771,10.105,14.5,12.658,10.48,14.916,14.347,10.267
14.588,13.712,12.393,13.761,12.678,13.183,15.615,13.526,12.683,14.315,14.713,12.749,12.758,13.027,14.244,14.339,11.751,13.426,12.365,14.08,14.649,12.071,11.703,14.512,11.301,11.527,13.235,12.69,10.808,14.706,11.368,11.752,15.384,12.411,12.106,12.236,11.005,10.473,12.919,10.378,12.079,13.143,11.949,13.246,11.309,12.717,11.311,11.501,12.911,13.926,10.667,10.89,13.392,11.29,14.301,13.649,10.966,12.812,14.701,9.943,14.625,12.703,10.46,14.957,14.408,10.546
13.867,14.561,12.277,12.683,13.797,13.122,13.792,15.653,12.501,14.842,14.259,12.57,12.905,12.895,14.334,11.886,14.567,13.388,13.92,12.46,14.807,11.563,12.15,14.532,11.012,11.86,13.093,11.832,11.293,15.092,10.842,12.696,15.158,11.955,12.817,12.227,11.166,10.827,12.871,9.995,12.19,12.982,12.99,12.013,11.34,11.174,13.315,11.629,13.819,12.794,10.687,12.985,10.857,11.358,13.703,14.304,10.975,14.557,12.419,10.02,12.763,14.627,10.562,14.48,14.77,10.345
14.585,13.764,12.299,13.677,12.681,13.141,15.617,13.439,12.468,14.467,14.737,12.691,12.766,13.008,14.295,14.387,11.862,13.392,12.373,14.071,14.764,11.942,11.711,14.59,11.41,11.514,13.126,12.496,10.846,14.872,11.18,11.86,15.257,12.5,12.141,12.277,11.158,10.481,12.9,10.498,12.089,13.034,11.995,13.313,11.362,12.791,11.325,11.62,12.835,13.898,10.57,11.003,13.586,11.406,14.335,13.553,10.97,12.63,14.799,9.959,14.487,12.501,10.625,15.026,14.113,10.33
14.659,13.643,12.385,13.756,12.614,13.103,15.703,13.398,12.736,14.442,14.664,12.851,12.774,13.03,14.069,14.389,11.785,13.488,12.44,14.18,14.346,11.953,11.873,14.536,11.334,11.35,13.191,12.435,11.081,15.078,11.177,12.283,15.16,12.403,11.95,12.215,11.283,10.265,12.994,10.343,11.827,12.893,11.963,13.202,11.507,12.68,11.106,11.538,12.823,14.06,10.972,10.917,13.45,11.642,14.311,13.749,11.07,12.408,14.992,10.653,14.436,12.703,10.705,14.901,14.417,10.421
14.651,13.775,12.351,13.797,12.73,13.199,15.699,13.646,12.503,14.451,14.793,12.593,12.781,13.013,14.188,14.422,11.841,13.383,12.371,14.08,14.605,12.015,11.711,14.484,11.343,11.517,13.152,12.595,10.821,14.597,11.405,11.849,15.348,12.404,12.141,12.242,11.219,10.485,12.821,10.423,12.073,13.042,11.9,13.257,11.398,12.79,11.441,11.528,12.818,13.896,10.727,10.871,13.462,11.382,14.337,13.533,11.047,12.62,14.666,9.956,14.629,12.535,10.677,14.906,14.261,10.457
14.565,13.649,12.54,13.579,12.533,13.0,15.544,13.33,12.941,14.286,14.587,13.054,12.698,13.026,14.146,14.235,11.77,13.458,12.53,14.182,14.34,11.939,11.822,14.563,11.448,11.478,13.186,12.639,11.162,15.078,11.184,12.183,15.198,12.593,12.013,12.259,11.218,10.39,13.083,10.554,12.009,12.917,11.993,13.168,11.451,12.766,11.14,11.549,12.78,14.094,10.961,10.985,13.133,11.285,14.29,13.688,10.948,12.431,14.952,10.351,14.425,12.65,10.597,14.895,14.257,10.321
14.581,13.847,12.275,13.665,12.788,13.13,15.612,13.906,12.546,14.249,14.884,12.364,12.763,13.011,14.247,14.395,12.023,13.37,12.281,13.931,14.823,12.115,11.659,14.478,11.279,11.698,13.224,12.766,10.809,14.442,11.612,11.597,15.37,12.444,12.147,12.284,10.845,10.753,12.907,10.486,12.37,13.347,11.953,13.243,11.346,12.794,11.28,11.689,12.917,13.81,10.632,10.921,13.371,11.248,14.418,13.519,10.955,12.655,14.613,9.884,14.607,12.555,10.537,14.987,14.198,10.299
14.716,13.67,12.491,13.692,12.6,13.098,15.756,13.386,12.74,14.557,14.679,12.771,12.78,13.052,14.221,14.236,11.714,13.429,12.369,14.127,14.483,12.061,11.748,14.518,11.365,11.568,13.226,12.862,10.965,14.634,11.429,11.915,15.402,12.426,12.037,12.196,11.178,10.565,12.99,10.405,12.108,13.122,11.881,13.175,11.31,12.673,11.259,11.483,12.851,13.965,10.868,10.852,13.451,11.346,14.277,13.711,10.984,12.692,14.72,10.134,14.55,12.742,10.607,14.993,14.484,10.536
14.506,13.676,12.316,13.688,12.665,13.099,15.556,13.364,12.497,14.279,14.724,12.609,12.738,13.077,14.288,14.22,11.778,13.523,12.506,14.172,14.757,11.856,11.85,14.511,11.445,11.411,13.086,12.493,11.097,14.969,10.955,11.969,15.128,12.567,12.01,12.181,11.456,10.32,13.109,10.445,11.695,12.902,11.98,13.2,11.408,12.769,11.086,11.575,12.851,13.997,10.776,10.864,13.267,11.456,14.28,13.596,10.974,12.626,14.847,10.186,14.447,12.594,10.582,14.958,14.328,10.462
14.578,13.698,12.455,13.556,12.672,13.06,15.618,13.484,12.518,14.416,14.738,12.81,12.73,13.042,14.325,14.239,11.967,13.542,12.466,14.147,14.811,11.945,11.782,14.548,11.462,11.445,13.117,12.568,10.982,14.895,11.1,11.997,15.193,12.526,12.098,12.251,11.39,10.404,12.866,10.422,11.78,12.907,12.0,13.238,11.322,12.662,11.296,11.522,12.857,13.943,10.66,10.964,13.496,11.233,14.297,13.59,10.847,12.604,14.597,9.839,14.349,12.569,10.527,14.962,14.182,10.172
14.496,13.719,12.349,13.543,12.585,13.03,15.504,13.486,12.67,14.23,14.692,12.7,12.727,13.082,14.198,14.189,11.852,13.532,12.556,14.174,14.66,11.924,11.869,14.533,11.443,11.409,13.097,12.568,11.035,14.857,11.179,12.027,15.267,12.551,11.992,12.232,11.276,10.341,13.011,10.499,11.883,12.849,11.969,13.196,11.412,12.762,11.125,11.615,12.818,13.974,10.866,10.891,13.375,11.4,14.391,13.653,11.018,12.408,14.83,10.277,14.531,12.567,10.738,15.165,14.29,10.504
14.525,13.786,12.335,13.666,12.591,13.047,15.566,13.607,12.697,14.212,14.746,12.709,12.775,13.004,14.301,14.423,11.859,13.451,12.439,14.132,14.618,11.938,11.752,14.525,11.369,11.443,13.157,12.69,10.921,14.681,11.217,11.921,15.312,12.542,12.172,12.297,11.154,10.35,12.873,10.556,12.142,12.904,11.952,13.276,11.399,12.952,11.402,11.558,12.852,13.892,10.687,10.842,13.369,11.306,14.361,13.605,11.028,12.792,14.715,9.946,14.664,12.546,10.781,14.983,14.294,10.441
14.632,13.734,12.38,13.799,12.632,13.198,15.713,13.611,12.539,14.432,14.609,12.909,12.815,13.077,14.216,14.358,11.734,13.421,12.559,14.194,14.598,11.838,11.818,14.48,11.356,11.349,13.117,12.559,11.095,14.898,11.12,11.941,15.294,12.419,12.006,12.199,11.347,10.234,13.105,10.318,11.569,12.853,11.922,13.198,11.358,12.987,11.316,11.626,12.805,13.933,10.792,10.923,13.413,11.441,14.272,13.712,11.055,12.53,14.898,10.299,14.557,12.753,10.459,14.822,14.518,10.574
