1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,21x,21y,21z,22x,22y,22z
14.64,13.559,12.416,13.797,12.58,13.259,15.756,13.311,12.524,14.489,14.549,12.852,12.736,13.077,14.138,14.223,11.556,13.468,12.623,14.283,14.385,11.81,11.94,14.436,11.495,11.23,13.116,12.374,11.257,15.017,10.963,12.212,15.042,12.418,11.983,12.101,11.507,10.187,13.127,10.451,11.402,12.791,11.888,13.19,11.516,13.179,11.409,11.569,12.753,14.016,10.95,10.865,13.367,11.851,14.256,13.794,11.077,12.426,14.957,10.511,14.514,12.87,10.438,14.902,14.522,10.635
14.709,13.651,12.369,13.782,12.682,13.182,15.677,13.236,12.616,14.537,14.622,12.795,12.781,13.043,14.19,14.374,11.735,13.581,12.373,14.171,14.408,11.96,11.824,14.532,11.442,11.37,13.155,12.648,11.036,15.038,11.051,12.085,15.166,12.32,12.021,12.091,11.357,10.257,13.015,10.42,11.796,13.023,11.931,13.254,11.519,12.818,11.257,11.467,12.839,14.011,10.921,10.957,13.616,11.733,14.28,13.626,11.026,12.513,14.974,10.482,14.441,12.585,10.624,14.964,14.242,10.395
14.686,13.433,12.337,13.708,12.597,13.175,15.641,12.925,12.414,14.922,14.353,12.963,12.733,13.151,14.169,14.26,11.808,13.711,12.448,14.258,14.577,11.737,11.941,14.425,11.627,11.203,13.092,12.074,11.355,15.302,10.821,12.38,14.673,12.591,12.025,12.209,12.043,10.208,13.165,10.577,11.144,12.778,11.925,13.289,11.567,12.982,11.435,11.421,12.764,14.084,10.888,10.909,13.621,11.904,14.198,13.673,10.955,12.477,15.07,10.548,14.25,12.655,10.498,14.969,14.232,10.364
14.548,13.665,12.516,13.616,12.507,13.009,15.6,13.471,12.781,14.291,14.517,13.142,12.771,12.986,14.21,14.178,11.62,13.243,12.407,14.105,14.378,11.993,11.771,14.681,11.386,11.481,13.248,12.54,10.841,14.984,11.279,12.064,15.434,12.514,12.168,12.279,11.146,10.406,13.101,10.398,12.023,13.057,12.005,13.184,11.328,12.84,11.284,11.763,12.868,14.059,10.826,10.885,13.317,11.258,14.308,13.728,10.918,12.508,14.929,10.305,14.487,12.751,10.519,15.008,14.41,10.343
14.601,13.628,12.547,13.627,12.547,13.058,15.634,13.299,12.703,14.469,14.613,13.045,12.752,13.042,14.181,14.262,11.706,13.35,12.422,14.177,14.401,12.057,11.764,14.568,11.399,11.402,13.199,12.691,10.968,14.803,11.313,11.942,15.382,12.472,12.151,12.297,11.27,10.316,13.091,10.383,11.913,13.056,11.937,13.23,11.354,12.778,11.336,11.649,12.862,14.032,10.844,10.839,13.453,11.261,14.287,13.681,10.945,12.71,14.868,10.173,14.514,12.657,10.581,15.131,14.305,10.491
14.462,13.785,12.272,13.488,12.756,13.03,15.375,13.239,12.062,14.847,14.492,13.0,12.877,12.865,14.399,13.968,11.716,12.958,12.89,13.866,15.065,11.821,11.737,14.553,11.247,11.764,13.13,12.485,10.874,14.733,11.091,11.749,15.397,12.156,12.696,12.415,11.213,10.7,12.753,10.161,11.982,13.237,12.409,12.484,10.954,11.825,13.761,12.554,13.184,13.346,10.322,11.977,11.632,10.49,13.884,14.354,11.254,13.355,13.304,9.254,13.273,15.223,11.514,14.769,14.872,10.663
14.669,13.67,12.431,13.851,12.635,13.177,15.769,13.538,12.459,14.482,14.64,12.996,12.829,13.04,14.175,14.194,11.654,13.404,12.475,14.201,14.498,11.942,11.821,14.484,11.367,11.467,13.162,12.546,10.965,14.851,11.131,12.131,15.151,12.335,11.989,12.122,11.338,10.413,13.002,10.278,11.845,13.066,11.883,13.137,11.335,12.68,11.159,11.443,12.798,13.945,10.893,10.88,13.355,11.217,14.268,13.746,11.118,12.457,14.853,10.233,14.644,12.86,10.664,14.698,14.674,10.619
14.263,13.879,12.335,13.378,12.673,12.973,15.22,13.472,12.011,14.567,14.532,13.109,12.905,12.863,14.425,13.959,11.744,12.912,13.129,13.855,15.133,11.782,11.853,14.591,11.222,11.783,13.119,12.203,10.885,14.811,11.066,12.135,15.302,12.184,12.687,12.289,11.363,10.793,12.713,10.169,12.072,13.071,12.569,12.311,10.845,11.574,13.625,12.26,13.307,13.305,10.35,12.236,11.468,10.253,13.676,14.443,11.336,13.773,13.291,9.328,12.714,15.002,11.409,14.335,15.075,10.772
14.569,13.834,12.398,13.75,12.677,13.15,15.699,13.705,12.586,14.163,14.861,12.798,12.771,13.073,14.208,14.437,11.945,13.492,12.711,14.139,14.76,11.794,11.92,14.464,11.359,11.402,13.029,12.536,11.159,14.912,11.007,12.179,15.193,12.474,11.912,12.197,11.283,10.312,13.27,10.386,11.817,12.787,11.91,13.115,11.347,12.981,11.167,11.58,12.789,13.899,10.762,10.879,13.268,11.307,14.291,13.682,11.078,12.464,14.778,10.212,14.6,12.766,10.533,14.799,14.39,10.389
14.531,13.69,12.276,13.557,12.605,13.04,15.468,13.47,12.686,14.329,14.617,12.722,12.712,13.089,14.271,14.256,11.904,13.572,12.677,14.143,14.84,11.602,12.014,14.417,11.664,11.236,13.124,11.654,11.362,15.324,10.657,12.556,14.622,12.617,12.067,12.248,11.992,10.276,13.29,10.774,11.027,12.473,11.98,13.192,11.391,13.088,11.318,11.547,12.818,13.986,10.776,10.901,13.262,11.345,14.259,13.631,11.011,12.551,14.764,10.074,14.325,12.58,10.656,14.972,14.322,10.574
14.653,13.595,12.394,13.784,12.554,13.115,15.695,13.441,12.608,14.57,14.618,12.86,12.769,13.047,14.102,14.394,11.748,13.509,12.397,14.166,14.25,11.932,11.845,14.551,11.449,11.368,13.121,12.568,11.048,15.04,11.044,12.085,15.229,12.525,12.118,12.298,11.378,10.222,12.92,10.477,11.751,12.953,11.878,13.249,11.464,12.972,11.386,11.577,12.781,14.087,11.009,10.831,13.231,11.302,14.248,13.625,11.091,12.575,15.017,10.474,14.386,12.627,10.614,14.874,14.369,10.597
14.461,13.779,12.374,13.479,12.697,13.078,15.344,13.277,11.999,14.873,14.524,13.089,12.934,12.948,14.432,13.869,11.739,13.09,13.116,13.938,15.061,11.753,11.937,14.499,11.366,11.509,13.034,11.936,11.046,15.067,10.967,12.508,15.011,12.019,12.7,12.286,11.907,10.641,12.712,10.297,11.433,12.883,12.343,12.444,10.834,11.418,13.596,12.389,13.203,13.303,10.404,11.788,11.653,10.37,13.743,14.397,11.392,13.539,13.32,9.375,13.014,15.054,11.858,14.361,15.096,10.857
14.639,13.684,12.495,13.755,12.609,13.145,15.647,13.397,12.639,14.452,14.734,12.81,12.784,13.052,14.158,14.298,11.652,13.264,12.573,14.206,14.294,11.896,11.844,14.541,11.425,11.312,13.094,12.593,11.016,14.936,11.029,12.02,15.229,12.418,12.042,12.185,11.512,10.186,13.047,10.427,11.601,12.83,11.836,13.222,11.471,12.795,11.331,11.457,12.813,13.99,10.93,10.739,13.375,11.366,14.278,13.692,11.081,12.492,14.924,10.436,14.541,12.692,10.702,15.071,14.348,10.645
14.455,13.872,12.412,13.606,12.71,13.1,15.406,13.387,12.126,14.782,14.51,13.25,12.934,12.901,14.379,14.097,11.755,13.049,12.968,13.845,15.131,11.823,11.845,14.522,11.15,11.737,13.076,12.309,10.888,14.781,11.137,12.072,15.308,12.081,12.66,12.322,11.06,10.694,12.794,10.158,12.141,13.116,12.44,12.414,10.916,11.664,13.67,12.505,13.266,13.253,10.331,12.143,11.379,10.556,13.695,14.417,11.205,13.732,12.985,9.415,12.886,15.051,11.562,14.402,15.036,10.683
14.586,13.657,12.355,13.598,12.613,13.112,15.537,13.325,12.641,14.551,14.65,12.86,12.727,13.09,14.259,14.26,11.914,13.529,12.612,14.161,14.756,11.737,11.956,14.434,11.576,11.323,13.067,12.2,11.229,15.217,10.759,12.24,14.854,12.662,12.096,12.206,11.681,10.209,13.046,10.618,11.581,12.534,11.922,13.185,11.418,13.109,11.434,11.481,12.765,13.977,10.769,10.84,13.226,11.351,14.232,13.596,11.019,12.459,14.852,10.299,14.333,12.603,10.522,14.869,14.235,10.432
14.662,13.577,12.481,13.575,12.55,13.073,15.612,13.207,12.784,14.416,14.522,13.012,12.73,13.052,14.205,14.068,11.536,13.269,12.316,14.15,14.423,12.055,11.724,14.593,11.465,11.51,13.196,12.833,10.896,14.697,11.331,11.742,15.425,12.549,12.186,12.259,11.3,10.466,13.018,10.549,11.979,13.056,11.932,13.208,11.392,12.786,11.302,11.611,12.826,14.059,10.897,10.889,13.223,11.242,14.308,13.636,10.876,12.558,14.831,10.184,14.428,12.614,10.527,14.928,14.289,10.222
14.395,13.832,12.456,13.573,12.703,13.076,15.347,13.432,12.16,14.558,14.611,13.182,12.944,12.984,14.368,14.019,11.675,13.0,13.068,13.848,15.205,11.796,11.967,14.478,11.266,11.628,13.07,12.088,11.092,15.02,11.067,12.509,15.044,11.974,12.629,12.238,11.445,10.575,12.778,10.153,11.686,12.85,12.472,12.361,10.861,11.352,13.56,12.27,13.182,13.316,10.351,12.511,11.397,10.532,13.745,14.387,11.291,13.697,13.205,9.391,12.878,14.988,11.651,14.429,15.056,10.655
14.556,13.591,12.339,13.634,12.62,13.086,15.586,13.424,12.41,14.373,14.644,12.727,12.712,13.131,14.224,14.226,11.851,13.654,12.616,14.224,14.732,11.695,12.003,14.403,11.639,11.212,13.108,11.99,11.349,15.2,10.752,12.405,14.803,12.596,12.025,12.148,12.071,10.216,13.293,10.589,11.124,12.789,11.951,13.213,11.439,13.038,11.379,11.404,12.766,14.036,10.909,10.865,13.304,11.456,14.253,13.598,11.007,12.504,14.89,10.235,14.3,12.587,10.568,14.808,14.319,10.403
14.393,13.868,12.345,13.573,12.807,13.079,15.389,14.019,12.752,13.896,14.864,12.453,12.713,13.028,14.369,14.365,12.114,13.453,12.582,13.977,15.067,11.988,11.724,14.537,11.341,11.584,13.182,12.69,10.913,14.491,11.335,11.71,15.429,12.484,12.187,12.225,11.194,10.54,13.031,10.426,12.219,13.137,11.997,13.103,11.107,12.905,11.292,11.734,12.956,13.828,10.563,10.943,13.301,11.021,14.39,13.547,10.921,12.763,14.393,9.684,14.829,12.513,10.79,15.051,14.226,10.383
14.553,13.723,12.351,13.616,12.547,13.085,15.614,13.52,12.651,14.143,14.626,12.815,12.754,13.066,14.216,14.316,11.883,13.545,12.713,14.152,14.724,11.562,12.161,14.3,11.718,11.262,13.095,11.379,11.592,15.223,10.852,12.906,14.033,12.648,12.005,12.147,12.201,10.233,13.298,10.808,10.95,12.692,11.877,13.146,11.506,12.999,11.24,11.49,12.764,13.99,10.896,10.768,13.144,11.55,14.211,13.6,11.073,12.455,14.94,10.497,14.604,12.628,10.607,14.838,14.313,10.545
14.62,13.597,12.385,13.829,12.592,13.253,15.656,13.21,12.509,14.559,14.558,12.897,12.816,13.05,14.174,14.504,11.787,13.533,12.425,14.186,14.326,11.89,11.765,14.544,11.382,11.444,13.089,12.368,10.815,14.895,11.123,12.126,15.227,12.505,12.044,12.251,11.306,10.347,12.958,10.452,11.896,12.746,11.931,13.226,11.481,12.911,11.382,11.479,12.769,14.036,10.891,10.943,13.603,11.522,14.251,13.713,10.999,12.484,15.005,10.479,14.402,12.759,10.448,14.801,14.376,10.374
14.43,13.836,12.403,13.629,12.682,13.116,15.337,13.366,12.01,14.829,14.498,13.148,12.926,12.865,14.332,14.088,11.72,12.939,12.905,13.848,15.002,11.936,11.769,14.465,11.157,11.861,13.135,12.49,10.86,14.535,11.344,11.94,15.338,12.12,12.745,12.351,10.901,10.886,12.612,10.228,12.432,13.312,12.351,12.428,10.895,11.782,13.813,12.47,13.23,13.241,10.362,11.874,11.562,10.411,13.733,14.379,11.334,13.648,13.183,9.37,12.874,15.117,11.512,14.314,14.992,10.695
14.506,13.678,12.343,13.592,12.658,13.051,15.416,13.183,11.887,15.032,14.302,13.137,12.916,12.995,14.354,13.911,11.677,13.144,12.921,13.979,15.053,11.823,11.863,14.499,11.35,11.521,13.134,12.213,10.993,15.012,11.123,12.34,15.211,11.969,12.659,12.314,11.709,10.586,12.788,10.237,11.455,12.942,12.376,12.503,10.861,11.403,13.554,12.509,13.152,13.422,10.401,12.149,11.604,10.263,13.813,14.376,11.385,13.471,13.402,9.382,13.144,15.164,11.835,14.619,15.006,10.834
14.414,13.86,12.384,13.697,12.65,13.123,15.513,13.46,12.348,14.542,14.71,13.118,12.928,12.877,14.444,14.101,11.64,13.053,12.896,13.863,15.15,11.819,11.803,14.507,11.181,11.805,13.123,12.21,10.828,14.74,11.037,12.025,15.25,12.13,12.71,12.315,11.233,10.824,12.727,10.163,12.138,13.05,12.339,12.448,10.831,11.734,13.689,12.377,13.259,13.242,10.339,11.895,11.603,10.346,13.754,14.395,11.179,13.564,13.015,9.306,12.899,15.117,11.271,14.509,14.91,10.513
14.6,13.593,12.33,13.608,12.573,13.075,15.62,13.282,12.602,14.483,14.625,12.745,12.726,13.073,14.23,14.326,11.826,13.494,12.489,14.217,14.493,11.835,11.853,14.498,11.532,11.328,13.095,12.493,11.19,14.965,10.939,11.982,15.089,12.624,12.09,12.267,11.747,10.248,12.96,10.529,11.609,12.749,11.923,13.249,11.516,12.85,11.454,11.441,12.75,14.054,10.861,10.812,13.386,11.548,14.329,13.622,11.03,12.557,14.998,10.344,14.376,12.72,10.474,15.035,14.291,10.563
14.62,13.702,12.379,13.69,12.654,13.121,15.573,13.426,12.828,14.377,14.627,12.893,12.723,13.086,14.206,14.356,11.767,13.365,12.437,14.119,14.636,12.027,11.691,14.532,11.394,11.499,13.213,12.821,10.906,14.75,11.413,11.62,15.378,12.428,12.111,12.21,11.212,10.34,13.089,10.41,11.989,13.145,11.892,13.216,11.314,12.749,11.285,11.496,12.85,13.949,10.721,10.792,13.379,11.175,14.356,13.625,11.062,12.629,14.811,10.034,14.575,12.693,10.598,15.01,14.37,10.537
14.582,13.561,12.314,13.591,12.586,13.117,15.538,13.173,12.454,14.596,14.53,12.793,12.68,13.112,14.193,14.318,11.881,13.631,12.678,14.194,14.725,11.632,12.078,14.341,11.701,11.219,13.12,11.826,11.544,15.3,10.671,12.54,14.55,12.634,12.001,12.212,12.257,10.312,13.337,10.727,10.792,12.823,11.91,13.179,11.449,12.844,11.349,11.381,12.753,14.037,10.906,10.838,13.295,11.53,14.257,13.687,11.018,12.398,14.855,10.299,14.409,12.739,10.472,14.965,14.445,10.62
14.663,13.727,12.425,13.705,12.671,13.17,15.726,13.541,12.571,14.411,14.76,12.886,12.78,13.027,14.23,14.316,11.767,13.46,12.37,14.116,14.512,12.089,11.697,14.527,11.358,11.495,13.216,12.882,10.893,14.628,11.415,11.702,15.434,12.362,12.15,12.18,11.11,10.468,12.968,10.447,11.986,13.254,11.858,13.251,11.318,12.873,11.266,11.643,12.892,13.891,10.82,10.831,13.422,11.134,14.341,13.628,10.995,12.619,14.657,10.095,14.652,12.603,10.719,14.984,14.318,10.389
14.39,13.784,12.35,13.404,12.734,13.015,15.297,13.286,12.013,14.811,14.344,13.244,12.911,12.915,14.429,13.793,11.678,12.986,13.052,13.824,15.198,11.718,11.921,14.557,11.305,11.594,13.099,11.986,11.051,15.202,10.952,12.478,15.101,12.181,12.688,12.365,11.468,10.478,12.845,10.249,11.702,12.91,12.414,12.441,10.887,11.616,13.603,12.575,13.196,13.369,10.242,11.891,11.628,10.359,13.844,14.383,11.253,13.39,13.465,9.139,13.058,15.075,11.522,14.645,14.98,10.756
14.596,13.648,12.403,13.776,12.643,13.199,15.68,13.652,12.78,14.236,14.654,12.739,12.814,13.034,14.202,14.313,11.704,13.504,12.448,14.179,14.477,11.932,11.85,14.51,11.455,11.357,13.17,12.476,11.08,15.091,11.11,12.238,15.116,12.392,12.06,12.125,11.696,10.286,13.164,10.421,11.527,12.83,11.867,13.246,11.374,12.887,11.31,11.415,12.853,14.0,10.885,10.861,13.587,11.662,14.285,13.637,11.048,12.721,14.947,10.437,14.541,12.641,10.66,14.849,14.352,10.537
14.35,13.913,12.38,13.516,12.779,13.096,15.293,13.389,12.133,14.6,14.646,13.128,12.952,12.9,14.452,14.056,11.747,13.061,13.051,13.852,15.21,11.794,11.796,14.477,11.168,11.744,13.041,12.143,10.789,14.804,11.017,12.069,15.218,12.12,12.744,12.324,11.288,10.765,12.643,10.124,12.031,13.042,12.454,12.362,10.903,11.604,13.717,12.334,13.279,13.217,10.31,12.069,11.448,10.553,13.731,14.345,11.201,13.695,13.123,9.306,12.828,15.039,11.173,14.471,14.925,10.686
14.703,13.578,12.414,13.749,12.647,13.2,15.735,13.288,12.479,14.665,14.674,12.851,12.722,13.027,14.166,14.231,11.683,13.394,12.45,14.188,14.405,12.007,11.745,14.568,11.46,11.411,13.192,12.76,11.065,14.922,11.274,11.876,15.369,12.356,12.139,12.174,11.478,10.39,12.931,10.443,11.747,13.027,11.821,13.216,11.334,12.752,11.406,11.497,12.848,13.97,10.863,10.785,13.367,11.036,14.3,13.731,11.08,12.649,14.842,10.371,14.573,12.811,10.53,14.839,14.515,10.596
14.5,13.747,12.356,13.647,12.619,13.077,15.478,13.72,12.959,14.102,14.785,12.435,12.785,13.036,14.238,14.32,11.855,13.574,12.476,14.142,14.673,11.954,11.833,14.55,11.386,11.433,13.167,12.525,11.043,14.904,11.17,12.128,15.233,12.483,12.042,12.184,11.373,10.312,13.128,10.43,11.797,12.869,11.957,13.19,11.337,12.735,11.253,11.426,12.878,13.994,10.792,10.962,13.577,11.583,14.35,13.618,11.02,12.587,14.871,10.316,14.497,12.602,10.688,14.924,14.355,10.475
14.639,13.641,12.449,13.689,12.539,13.068,15.656,13.345,12.597,14.445,14.583,12.923,12.8,12.99,14.198,14.281,11.723,13.38,12.43,14.116,14.288,11.919,11.832,14.614,11.46,11.513,13.186,12.361,11.003,15.148,11.081,12.158,15.188,12.495,12.054,12.212,11.239,10.473,12.993,10.489,12.095,13.1,11.925,13.195,11.418,12.897,11.258,11.458,12.782,14.042,10.879,10.836,13.409,11.418,14.278,13.729,11.083,12.54,14.897,10.347,14.394,12.818,10.57,14.922,14.439,10.538
14.489,13.773,12.337,13.606,12.705,13.046,15.461,13.291,12.161,14.687,14.542,13.064,12.921,12.916,14.369,14.055,11.706,12.936,12.885,13.911,15.005,11.815,11.775,14.551,11.198,11.636,13.164,12.238,10.814,14.822,11.096,12.075,15.389,12.024,12.658,12.371,11.325,10.615,12.853,10.08,11.789,13.142,12.36,12.486,10.924,11.716,13.634,12.676,13.207,13.35,10.401,12.056,11.549,10.463,13.914,14.443,11.226,13.672,13.037,9.475,13.289,15.19,11.699,14.637,14.973,10.654
14.569,13.743,12.421,13.654,12.606,13.048,15.595,13.46,12.746,14.131,14.628,12.733,12.741,13.035,14.225,14.38,11.821,13.253,12.435,14.112,14.558,12.07,11.667,14.557,11.345,11.551,13.235,12.882,10.957,14.59,11.421,11.667,15.567,12.453,12.139,12.281,11.131,10.479,13.032,10.4,12.084,13.173,11.923,13.201,11.291,12.685,11.346,11.534,12.864,13.957,10.701,10.844,13.3,11.099,14.363,13.642,11.077,12.513,14.747,9.946,14.585,12.708,10.58,14.911,14.421,10.504
14.621,13.597,12.372,13.675,12.571,13.108,15.623,13.248,12.585,14.686,14.504,12.971,12.75,13.047,14.17,14.242,11.685,13.296,12.418,14.183,14.381,12.037,11.725,14.554,11.352,11.448,13.236,12.776,10.982,14.875,11.299,11.719,15.35,12.416,12.061,12.26,11.262,10.338,12.994,10.375,11.813,13.155,11.945,13.214,11.403,12.758,11.309,11.509,12.85,14.001,10.83,10.844,13.242,11.362,14.353,13.807,11.078,12.565,14.718,10.11,14.686,13.065,10.404,14.882,14.764,10.759
14.58,13.685,12.457,13.577,12.614,12.986,15.615,13.45,12.622,14.246,14.634,12.761,12.785,13.077,14.235,14.297,11.901,13.412,12.494,14.157,14.667,12.002,11.765,14.562,11.364,11.442,13.193,12.761,11.09,14.991,11.201,12.068,15.349,12.463,12.079,12.249,11.273,10.333,12.995,10.41,11.962,13.174,11.887,13.167,11.275,12.728,11.216,11.592,12.908,13.916,10.735,10.817,13.023,11.066,14.357,13.751,11.035,12.695,14.727,10.024,14.717,12.798,10.641,14.921,14.564,10.611
14.567,13.797,12.358,13.696,12.712,13.146,15.613,13.728,12.648,14.096,14.751,12.706,12.797,13.016,14.267,14.373,11.862,13.304,12.476,14.088,14.801,11.955,11.782,14.501,11.34,11.526,13.1,12.607,10.944,14.767,11.324,11.841,15.36,12.496,12.123,12.204,11.239,10.424,12.943,10.334,11.904,12.991,11.944,13.175,11.338,12.905,11.289,11.529,12.86,13.847,10.658,10.896,13.351,11.139,14.285,13.588,11.021,12.599,14.611,9.863,14.529,12.541,10.729,14.871,14.228,10.363
14.643,13.636,12.349,13.767,12.571,13.173,15.648,13.259,12.399,14.561,14.584,12.871,12.778,13.003,14.246,14.335,11.699,13.532,12.383,14.107,14.315,11.899,11.791,14.611,11.423,11.52,13.174,12.279,10.941,15.108,11.075,11.993,15.299,12.513,12.006,12.197,11.227,10.441,13.045,10.546,12.091,12.907,11.972,13.25,11.461,12.865,11.275,11.465,12.788,14.067,10.839,10.896,13.445,11.471,14.253,13.703,11.03,12.581,15.018,10.367,14.483,12.736,10.483,14.784,14.483,10.49
14.598,13.723,12.516,13.754,12.608,13.098,15.703,13.683,12.679,14.075,14.695,12.747,12.794,13.041,14.167,14.371,11.781,13.269,12.458,14.166,14.432,11.977,11.802,14.547,11.407,11.428,13.136,12.665,10.926,14.711,11.222,11.982,15.285,12.433,12.086,12.19,11.372,10.32,12.924,10.422,11.84,13.064,11.873,13.229,11.389,12.639,11.354,11.376,12.832,13.967,10.912,10.865,13.588,11.458,14.291,13.603,11.008,12.673,14.849,10.32,14.496,12.618,10.623,14.924,14.358,10.564
13.948,14.517,12.5,12.806,13.902,13.294,14.071,15.624,12.711,14.966,14.109,12.677,12.978,12.827,14.239,12.207,14.696,13.733,14.032,12.238,14.338,11.552,12.256,14.602,11.048,11.863,13.175,11.706,11.345,15.189,11.044,13.016,15.165,11.868,12.743,12.173,11.294,10.784,12.847,9.979,11.953,13.041,12.787,12.09,11.243,11.227,13.487,11.614,13.693,12.885,10.687,12.67,11.052,10.961,13.704,14.332,11.142,14.37,12.494,9.887,12.715,14.851,10.845,14.476,14.913,10.675
14.625,13.491,12.348,13.606,12.543,13.049,15.607,12.991,12.4,14.794,14.392,12.954,12.677,13.119,14.182,14.209,11.732,13.534,12.684,14.223,14.564,11.658,12.036,14.462,11.657,11.201,13.091,12.0,11.486,15.36,10.677,12.357,14.685,12.63,12.035,12.232,11.958,10.156,13.217,10.665,11.141,12.665,11.874,13.173,11.464,12.935,11.249,11.457,12.753,14.018,10.904,10.758,13.359,11.346,14.254,13.814,11.098,12.454,15.009,10.444,14.473,13.134,10.277,14.692,14.774,10.727
14.725,13.561,12.372,13.716,12.53,13.108,15.706,13.108,12.282,14.656,14.552,12.811,12.757,13.044,14.174,14.355,11.647,13.467,12.451,14.185,14.141,11.79,11.867,14.51,11.522,11.337,13.168,12.318,11.19,15.102,10.931,12.253,15.031,12.56,12.043,12.257,11.657,10.176,13.137,10.456,11.534,12.77,11.963,13.245,11.585,12.727,11.331,11.437,12.749,14.132,11.007,10.866,13.407,11.57,14.183,13.708,11.07,12.417,15.012,10.48,14.272,12.683,10.56,14.737,14.443,10.479
14.531,13.874,12.384,13.677,12.645,13.127,15.603,13.826,12.555,14.058,14.785,12.813,12.814,12.988,14.289,14.308,11.835,13.308,12.579,14.075,14.761,11.9,11.756,14.53,11.301,11.585,13.162,12.493,10.942,14.91,11.264,11.896,15.42,12.498,12.084,12.223,11.01,10.502,13.068,10.382,12.165,13.103,11.975,13.094,11.246,12.865,11.231,11.507,12.864,13.88,10.61,10.938,13.248,11.119,14.278,13.672,11.064,12.623,14.687,9.921,14.69,12.699,10.645,14.859,14.373,10.471
14.493,13.759,12.459,13.831,12.6,13.135,15.53,13.731,12.754,14.03,14.726,12.775,12.783,12.953,14.181,14.498,11.825,13.482,12.431,14.103,14.21,11.955,11.749,14.561,11.376,11.477,13.169,12.655,10.965,14.958,11.152,12.001,15.277,12.485,12.12,12.274,11.366,10.382,13.137,10.372,11.897,12.981,11.92,13.334,11.518,12.68,11.438,11.457,12.843,13.976,10.855,10.93,13.67,11.483,14.299,13.581,11.031,12.624,14.763,10.121,14.427,12.562,10.712,14.962,14.193,10.504
14.684,13.663,12.401,13.771,12.623,13.139,15.738,13.339,12.519,14.67,14.672,12.934,12.766,13.057,14.178,14.333,11.789,13.535,12.408,14.17,14.467,11.943,11.781,14.516,11.407,11.376,13.191,12.491,10.913,14.891,11.159,12.186,15.18,12.431,12.083,12.173,11.477,10.272,13.043,10.364,11.708,12.966,11.915,13.297,11.468,12.959,11.368,11.545,12.795,13.952,10.799,10.869,13.65,11.452,14.297,13.653,11.062,12.602,14.914,10.453,14.336,12.758,10.512,14.919,14.43,10.531
13.987,14.426,12.549,12.762,13.809,13.139,14.263,15.495,12.691,14.885,13.849,12.61,12.933,12.814,14.335,12.278,14.707,13.58,13.894,12.165,14.602,11.523,12.416,14.618,11.148,11.893,13.167,11.411,11.618,15.344,10.879,13.257,14.913,12.047,12.795,12.271,11.635,10.831,13.114,10.113,11.796,12.958,12.804,12.099,11.158,11.292,13.433,11.685,13.658,12.931,10.551,12.556,11.151,10.77,13.66,14.305,11.004,14.266,12.583,9.719,12.602,14.755,10.852,14.288,15.028,10.537
14.56,13.577,12.303,13.645,12.515,13.114,15.569,13.325,12.689,14.37,14.538,12.788,12.724,13.052,14.265,14.227,11.674,13.563,12.495,14.202,14.614,11.777,11.909,14.531,11.58,11.323,13.116,12.221,11.114,15.136,10.85,12.308,14.838,12.656,12.123,12.247,11.784,10.302,13.041,10.634,11.464,12.723,11.924,13.239,11.4,13.043,11.394,11.498,12.731,14.074,10.789,10.781,13.223,11.374,14.325,13.64,11.015,12.578,14.886,10.121,14.358,12.67,10.531,14.834,14.366,10.353
14.631,13.595,12.355,13.589,12.597,13.042,15.656,13.188,12.31,14.556,14.545,12.922,12.691,13.146,14.193,14.18,11.818,13.625,12.687,14.228,14.671,11.672,11.984,14.399,11.585,11.213,13.123,12.088,11.379,15.193,10.645,12.348,14.648,12.607,11.971,12.208,11.912,10.209,13.315,10.619,11.154,12.608,11.936,13.174,11.475,12.991,11.266,11.401,12.772,14.013,10.877,10.89,13.3,11.377,14.248,13.732,11.051,12.577,14.882,10.281,14.575,12.811,10.535,14.649,14.637,10.585
14.544,13.79,12.455,13.838,12.691,13.174,15.602,13.767,12.904,14.044,14.757,12.79,12.858,13.046,14.175,14.487,11.812,13.386,12.451,14.114,14.508,12.021,11.747,14.484,11.295,11.465,13.181,12.64,10.823,14.736,11.466,11.728,15.421,12.299,12.045,12.175,11.229,10.34,12.977,10.302,11.811,12.961,11.891,13.226,11.382,12.784,11.368,11.514,12.876,13.904,10.779,10.862,13.575,11.522,14.345,13.625,11.08,12.661,14.854,10.339,14.669,12.699,10.646,14.801,14.365,10.418
14.534,13.805,12.369,13.702,12.674,13.177,15.599,13.593,12.679,14.57,14.831,12.803,12.809,13.11,14.25,14.401,11.939,13.423,12.8,14.145,14.878,11.623,12.137,14.301,11.477,11.236,12.986,11.648,11.41,15.092,10.763,12.754,14.43,12.533,11.913,12.133,11.827,10.154,13.056,10.444,11.172,12.656,11.933,13.082,11.434,12.892,11.144,11.409,12.75,13.886,10.838,10.932,13.303,11.702,14.257,13.664,11.028,12.253,14.832,10.392,14.397,12.729,10.558,14.876,14.287,10.461
